"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",18169,3936,23402,4962,0.216632726071881,0.212033159559012,0.214332942815446
"R",57565,11876,74716,14973,0.206305915052549,0.200398843621179,0.203352379336864
"T",75734,15812,98118,19935,0.208783373385798,0.203173729590901,0.205978551488349
