"","H2O.A","D2O.A","H2O.B","D2O.B","A","B"
"Jejunum_CD21_3.csv",-0.901279346465265,-0.878472387511993,-0.892876165632747,-1.14408769877322,0.986989027242262,0.993742162985261
"Jejunum_CD21_4.csv",-0.82868638003035,-1.0066750365948,-1.30003202188031,-1.39877536767944,0.990248515137584,1
"Jejunum_CD21_5.csv",-0.484105460295347,16.7323481761637,-0.915630260901929,12.767248658809,0.537872770853589,0.640053430422379
"Jejunum_CD21_6.csv",0.369905256595517,19.8951427694893,-0.0723081436302971,16.4892746729777,0.48918428812257,0.581505309702763
"Jejunum_CD21_7.csv",-0.205602621093991,16.6501162212413,-0.358555435383402,14.037194922301,0.578111740151108,0.645295380213213
"Jejunum_CD21_8.csv",-0.632605734071527,5.75959594433752,-0.631830342495459,5.20625384623455,0.861117409136299,0.873350640841889
"Jejunum_CD21_9.csv",-0.524648058802717,6.95094201901299,-0.63754499642287,6.74253670859711,0.826804332588293,0.832364350688751
"Jejunum_CD21_10.csv",0.130993109471109,16.500396416108,-0.31972266647425,15.1233067677384,0.580324732698653,0.617596294955114
"Jejunum_CD21_11.csv",0.0630954123570332,10.0732985561327,-0.213617669590349,9.09535879060011,0.754277080899115,0.779673339231172
"Jejunum_CD21_12.csv",-0.363108512097583,2.91550585415069,-0.699542346427854,2.25947908281083,0.934465207808341,0.951967260494792
"Jejunum_CD21_13.csv",-0.382688806963958,6.21240457321816,-0.17476341043862,5.58426787060691,0.855540497383275,0.869928614747457
"Jejunum_CD21_14.csv",-0.112516402522795,5.87225237829569,-0.309285175887214,5.73106245615495,0.862962840006164,0.860384075485296
"Jejunum_CD21_15.csv",0.614205789815481,18.9570208658705,0.381201827262012,17.6025142053919,0.515475032493275,0.5522523817047
"Jejunum_CD21_16.csv",0.125196966278818,17.9334531497315,-0.178162881437833,16.9372443235169,0.545395301769052,0.56850124393968
"Jejunum_CD21_17.csv",0.601534015696992,17.5002281102353,-0.0224785604754767,15.3979920671818,0.55605922768256,0.611086116165279
"Jejunum_CD21_18.csv",0.469726368582492,18.3110879265359,0.658580208027382,16.823575825115,0.533013300831267,0.576966223753994
"Jejunum_CD21_19.csv",-0.120835147701389,17.4241908766322,0.743620869550474,16.813487398135,0.557094188338577,0.574740091352991
"Jejunum_CD21_20.csv",0.842440983993373,21.4406767032147,0.769557276294241,19.7143599316892,0.449794624132259,0.495829953407491
"Jejunum_CD21_21.csv",-0.145128797413137,5.90119270612395,-0.0217771335123156,6.05652665777405,0.854810457619175,0.850666323378705
"Jejunum_CD21_22.csv",0.166995919156716,13.0169545421836,0.579116004050241,13.9036260489442,0.67460568297989,0.653894744930822
"Jejunum_CD21_23.csv",0.936887779968187,13.2572260489552,0.0998958477250928,11.2579275870855,0.66810262456703,0.718737934629594
"Jejunum_CD21_24.csv",0.435164398092978,1.05161367634395,0.461137864583164,0.995827205589466,0.984191744167843,0.985680064146526
"Jejunum_CD21_25.csv",-0.0857010207548814,2.14949084695062,-0.368387074921712,1.94878541790344,0.954901622296802,0.960256216266292
"Jejunum_CD21_26.csv",-0.209176721882791,3.49451245584791,-0.150463281324906,3.54461349712779,0.922750144827482,0.921408077520898
"Jejunum_CD21_27.csv",0.0397222730637832,4.32247857998328,-0.0839730127371648,4.25445091318057,0.896928765925597,0.898743667177395
