"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",32635,7620,37326,7456,0.233491650068944,0.199753523013449,0.216622586541197
"R",114094,24036,127493,23517,0.210668396234684,0.184457185884715,0.197562791059699
"T",146729,31656,164819,30973,0.2157446721507,0.18792129548171,0.201832983816205
