"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",124076,48497,131800,52242,0.390865276121087,0.396373292867982,0.393619284494534
"R",434526,158605,476410,170854,0.365006927088368,0.358628072458597,0.361817499773482
"T",558602,207102,608210,223096,0.370750552271564,0.366807517140461,0.368779034706012
