"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",25934,5603,27364,5848,0.216048430631603,0.213711445695074,0.214879938163339
"R",84288,17150,95163,17901,0.203469058466211,0.188108823807572,0.195788941136892
"T",110222,22753,122527,23749,0.20642884360654,0.193826666775486,0.200127755191013
