"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",81768,20544,90309,22488,0.251247431758145,0.249011726406006,0.250129579082076
"R",287213,66844,324268,73170,0.232733198009839,0.225646687308029,0.229189942658934
"T",368981,87388,414577,95658,0.236836043048287,0.230736389138809,0.233786216093548
