"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",2104564,379917,2027782,386408,0.18052052586664,0.190556973086851,0.185538749476745
"R",6088824,1242487,6182148,1263714,0.204060258598376,0.204413417472374,0.204236838035375
"T",8193388,1622404,8209930,1650122,0.198013813089286,0.200990995051115,0.199502404070201
