"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",18145280,3646979,16042784,3359639,0.200987749982365,0.209417455224729,0.205202602603547
"R",64430912,13056414,59356032,12027718,0.202642079627866,0.2026368272057,0.202639453416783
"T",82576192,16703393,75398816,15387357,0.202278557480587,0.204079557429655,0.203179057455121
