"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",14207416,4129332,13002848,3837209,0.290646237148261,0.295105272321879,0.29287575473507
"R",52879816,14783268,49281912,13737451,0.279563529494883,0.278752394996363,0.279157962245623
"T",67087232,18912600,62284760,17574660,0.281910572789767,0.282166295575354,0.282038434182561
