"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",523086,81203,583219,119665,0.155238335570059,0.205180215322203,0.180209275446131
"R",1767812,290711,2096274,428407,0.16444678506538,0.204365936895654,0.184406360980517
"T",2290898,371913,2679493,548072,0.162343762140436,0.204543172906218,0.183443467523327
