"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",304028,0,381284,10802,0,0.0283305882229519,0.014165294111476
"R",1047804,0,1307157,38671,0,0.029584051494962,0.014792025747481
"T",1351832,0,1688441,49473,0,0.0293009942307726,0.0146504971153863
