"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",365311,13117,362162,15760,0.0359063920878375,0.0435164373954197,0.0397114147416286
"R",1225146,46958,1288434,56422,0.0383284930938843,0.0437911449092464,0.0410598190015654
"T",1590457,60075,1650596,72182,0.0377721623407612,0.0437308705461542,0.0407515164434577
