"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",556768,50691,722569,74742,0.0910451031668487,0.103439256320158,0.0972421797435032
"R",2004353,181475,2577847,267583,0.0905404387350931,0.10380096258622,0.0971707006606566
"T",2561121,232166,3300416,342325,0.090650148899642,0.10372177325525,0.0971859610774461
