"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",479616,15992,851748,131665,0.0333433413397385,0.154582106444629,0.0939627238921838
"R",1632856,57252,3098355,471370,0.0350624917322777,0.152135568713075,0.0935990302226764
"T",2112472,73244,3950103,603035,0.0346721755365278,0.152663107772126,0.0936676416543271
