"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",290685,0,333092,14916,0,0.044780421024822,0.022390210512411
"R",1028315,0,1219988,53402,0,0.0437725616973282,0.0218862808486641
"T",1319000,0,1553080,68318,0,0.0439887191902542,0.0219943595951271
