"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",152791,18591,164143,18644,0.121676014948524,0.11358388722029,0.117629951084407
"R",542797,89635,554349,89888,0.165135400527269,0.162150558583131,0.1636429795552
"T",695588,108226,718492,108531,0.155589228106293,0.1510538739471,0.153321551026697
