"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",1245058,249478,1329923,262582,0.200374601022603,0.197441506012002,0.198908053517303
"R",5807714,1241499,6075513,1306708,0.213767241293218,0.215077804952438,0.214422523122828
"T",7052772,1490977,7405436,1569290,0.211402977439225,0.211910547873211,0.211656762656218
