"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",376389,28291,361854,23704,0.0751642582540935,0.0655070829671636,0.0703356706106285
"R",1321492,135780,1272379,113764,0.102747500552406,0.0894104665355213,0.0960789835439636
"T",1697881,164071,1634233,137468,0.0966328028878349,0.0841177482035915,0.0903752755457132
