"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",5730682,1083132,5641648,1069540,0.189005776275843,0.189579356953855,0.189292566614849
"R",22416837,4513069,22114848,4456438,0.201324968370872,0.201513390460563,0.201419179415718
"T",28147519,5596201,27756496,5525979,0.198816847765517,0.199087773903449,0.198952310834483
