"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",1132007,249220,1264940,272982,0.220157649201816,0.215806283301975,0.217981966251895
"R",5136662,1240215,5615295,1358465,0.241443762505689,0.24192228547209,0.24168302398889
"T",6268669,1489435,6880235,1631448,0.237599879655474,0.237120970431969,0.237360425043722
