"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",139527,45090,128183,40882,0.323163258724118,0.318934648120266,0.321048953422192
"R",523424,151587,483059,137440,0.28960651403069,0.284520110379891,0.287063312205291
"T",662951,196677,611242,178322,0.296668984585588,0.291737151570082,0.294203068077835
