"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",79960,18537,72060,16036,0.231828414207104,0.222536774909797,0.22718259455845
"R",310963,61470,279543,53178,0.19767625087229,0.190231914231442,0.193954082551866
"T",390923,80007,351603,69214,0.204661787615464,0.196852700346698,0.200757243981081
