"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",2290621,481698,2212672,467228,0.210291444983697,0.21116008156654,0.210725763275118
"R",7354054,1627976,7164401,1579073,0.221371232792144,0.220405446317145,0.220888339554645
"T",9644675,2109674,9377073,2046301,0.218739770909854,0.218223853008289,0.218481811959072
