"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",44377,11043,46244,13699,0.248845122473353,0.296233024824842,0.272539073649098
"R",170136,36291,182584,45019,0.213305825927493,0.246565964158962,0.229935895043228
"T",214513,47334,228828,58718,0.220657955461907,0.256603212893527,0.238630584177717
