"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",23832,5221,22039,5828,0.219075193017791,0.264440310358909,0.24175775168835
"R",88946,17159,94085,19153,0.192914802239561,0.20357123877345,0.198243020506505
"T",112778,22380,116124,24981,0.198442958733086,0.21512348868451,0.206783223708798
