"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",146544,35312,163405,38517,0.240965170870182,0.235714941403262,0.238340056136722
"R",527770,118359,593853,129100,0.224262462815241,0.217393866832364,0.220828164823803
"T",674314,153671,757258,167617,0.227892346888838,0.221347281903922,0.22461981439638
