"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",47687,17460,46214,17106,0.366137521756454,0.370147574328126,0.36814254804229
"R",177302,57653,179132,56483,0.325168356814926,0.315314963267311,0.320241660041119
"T",224989,75113,225346,73589,0.333851877202885,0.326560045441233,0.330205961322059
