"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",2305594,584130,2511689,640398,0.253353365770383,0.254967075939736,0.25416022085506
"R",9342516,1974162,10218721,2164328,0.211309458822441,0.211800283029549,0.211554870925995
"T",11648110,2558292,12730410,2804726,0.219631511034837,0.220317020425894,0.219974265730365
