"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",2746286,654374,2993317,704217,0.238275984365794,0.235263087738452,0.236769536052123
"R",10864333,2211565,11704062,2380016,0.203561967402877,0.203349572139997,0.203455769771437
"T",13610619,2865939,14697379,3084233,0.210566396723029,0.209849184674356,0.210207790698693
