"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",37277,8907,42452,11345,0.238940901896612,0.267243003863187,0.253091952879899
"R",152403,29411,171776,37462,0.192981765450811,0.218086345007452,0.205534055229131
"T",189680,38319,214228,48807,0.202019190215099,0.227827361502698,0.214923275858899
