"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",40294,10085,47451,11535,0.250285402293145,0.24309287475501,0.246689138524078
"R",178213,33444,201999,38253,0.187663077328814,0.189372224614973,0.188517650971894
"T",218507,43529,249450,49788,0.199211009258285,0.199591100420926,0.199401054839605
