"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",42745,12811,42881,12671,0.299707568136624,0.295492176022014,0.297599872079319
"R",170571,42302,172915,41840,0.248002298163228,0.241968597287685,0.244985447725456
"T",213316,55113,215796,54511,0.258363179508335,0.25260431147936,0.255483745493848
