"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",74967,25712,72542,24682,0.342977576800459,0.340244272283643,0.341610924542051
"R",301407,84901,283152,81499,0.281682243610799,0.28782773916483,0.284754991387814
"T",376374,110613,355694,106181,0.293891182706563,0.298517827121065,0.296204504913814
