"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",294087,71499,276297,65436,0.24312193330545,0.236832104583112,0.239977018944281
"R",1082798,241642,985709,221153,0.223164431408259,0.224359319028232,0.223761875218246
"T",1376885,313141,1262006,286589,0.227427127174746,0.227090045530687,0.227258586352716
