"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",46428,13935,56076,18059,0.300142155595761,0.32204508167487,0.311093618635315
"R",186396,46210,228111,59886,0.247913045344321,0.262530084038034,0.255221564691177
"T",232824,60145,284187,77945,0.258328179225509,0.274273629687495,0.266300904456502
