Count-435,Count-436,Count-435,Count-436
10130,2336,8969,2989
9589,2082,9115,2807
9325,1768,9250,2756
9419,2039,8878,2577
9004,2128,8217,2822
8554,2184,7903,2496
8022,1851,7434,2818
7933,2031,7448,2252
7525,1887,7348,2463
7410,2145,6556,2543
7273,1804,5849,2172
6669,1845,6818,2681
5812,1855,6110,2337
6387,1722,5525,2720
6127,2003,5274,2762
5779,1687,5391,2736
5420,1698,5401,2786
5501,2002,4937,2878
5195,2111,5342,2721
5458,2057,5147,3152
5038,2321,5193,3147
5281,2565,5012,3531
5038,2623,4965,3229
5097,2760,4894,3915
4942,3402,4906,4194
4849,3427,4873,4552
5094,4079,4423,4770
4942,4121,4851,4973
4965,4799,4616,5174
4618,5416,3658,5268
4697,5700,4081,6408
4292,5513,3374,6369
3705,5998,3546,6087
4236,6311,3264,6585
4137,5635,3641,7411
3167,6822,3231,7352
3112,6741,2812,7534
2936,6898,2921,7549
3293,7898,2677,7897
2661,8685,2858,7560
2343,8110,2429,7571
2368,8235,2548,7837
2016,8085,2384,7769
2370,8285,2466,8150
1866,8945,2174,7956
2050,8556,2035,7946
1956,8675,2115,8547
1935,9006,2105,8323
1965,8710,2200,8164
1743,8894,2194,8716
1834,8969,2379,8224
1885,8861,2218,8577
1833,8551,2085,8401
2241,8709,2295,8395
1627,9015,2309,8121
1642,7979,2324,7708
1500,8756,2167,7560
1402,8379,2470,6564
2081,8062,2245,7269
1763,7984,2377,6885
1915,7255,2468,6305
1801,7264,2380,6422
1671,6833,2609,6448
1430,6513,2397,5907
1741,6279,2490,5149
1879,5579,2845,4551
1878,5426,2796,4630
1778,4716,2746,4491
1747,4310,3063,3801
1933,4101,3377,3307
2126,3272,3556,3709
2201,3120,3402,3243
2527,2796,4092,3322
2677,2332,4333,3431
2747,2111,4098,2808
3140,2205,4499,3004
3098,2466,5172,2847
3547,2166,5517,2872
3995,2244,5542,2524
3860,1835,6131,2949
4234,2041,6580,2667
4511,2173,7218,2873
4528,1952,7637,2702
5350,1880,8562,2881
5728,1768,8438,3327
6168,1850,8560,2549
6508,1684,10233,3129
7441,2043,10038,2860
8093,2188,10728,3463
7439,1898,11629,3126
8177,2244,11897,3198
8522,2341,12307,3069
9533,2282,12558,3236
9616,2189,13399,3065
10045,2136,14490,2971
11138,2617,14164,3831
10780,2287,14943,3417
12801,2402,15105,3912
12752,2548,15889,3476
12625,2203,16305,3602
13119,2485,16110,3495
14381,2563,17088,3801
14353,2546,16632,3936
15668,2650,18336,3995
15778,2751,17664,3909
16504,3029,19304,3669
16944,2588,18840,4130
16648,2835,18856,3758
