Count-435,Count-436,Count-435,Count-436
5285,1262,6050,1908
5057,1355,5355,1581
5000,1107,5540,1929
5095,1512,5655,2113
4653,1665,5787,1753
5017,1465,5477,1773
4982,1348,5131,1954
4588,1395,4893,1940
4036,1556,4563,1695
4060,1408,4437,1607
3773,1187,4001,1719
3709,1104,4370,1790
3627,1073,4357,1385
3571,1472,3866,1790
3218,1566,4226,1734
3359,1362,3879,2002
2659,1449,3270,1776
3174,1469,3485,2080
3013,1630,3519,2254
2869,1790,3112,2333
3189,1780,2826,2255
2677,1790,3570,2395
2768,2137,3389,2480
2724,2234,3431,2644
2635,2562,3090,2656
2289,2585,3410,3251
2899,2663,2919,3519
2778,2766,2952,3412
2744,3056,3055,3512
2330,3292,3275,4010
2488,3540,2969,4237
2196,3666,3385,4608
2234,4118,3222,4275
2301,4066,3052,4666
1881,4423,2628,5121
1813,4463,2814,5364
1689,4909,2726,5666
1990,4700,2156,5981
1838,4920,2629,5855
1637,5489,2162,6011
1197,5276,2673,6595
1520,5272,2352,6283
1393,5433,2310,6755
1541,5909,2281,6530
1338,5522,2111,7244
1309,5966,2270,6912
1321,5554,2381,7369
1232,5858,2458,6732
1378,5539,2312,7550
1383,5757,2778,6942
1180,6050,2743,7252
989,5555,2708,7423
1216,5206,2751,7067
973,4974,3022,6853
1184,5506,3150,7234
1393,5405,3261,7605
1085,5498,3503,7128
1037,5126,3568,6560
1040,4674,3870,6497
1161,5041,3527,7080
1097,4214,4166,5865
1213,4912,4267,5901
1080,4288,3877,5434
1003,3644,4460,5504
1361,4007,3965,4751
1257,3555,4311,4390
1082,2922,4652,4336
1480,2876,4976,4057
1644,2922,4559,3329
1711,2279,4817,3946
1445,2015,5001,3618
1704,2076,5893,3391
1773,1995,5998,3169
1524,1656,6495,3216
2112,1391,6649,3043
2235,1632,7127,3002
1981,1518,7059,3181
2313,1441,8036,3404
2477,1323,8435,3149
2829,1349,9196,3698
2978,1539,10143,3583
3105,1289,10690,3307
3719,1097,10088,3631
3543,1470,11667,3652
4305,1415,12217,3474
3692,1375,12672,3949
4325,1494,13315,3905
4549,1141,14906,3919
4931,1521,15213,3715
5206,1416,14969,4405
5459,1393,15585,4220
5782,1593,15783,3935
6226,1551,16568,4582
6839,1764,17424,4189
6703,1775,17224,4566
6879,1581,17232,4609
6962,1710,18048,4392
7303,1789,17856,4507
8520,1640,18680,4691
8765,2057,18416,4328
8422,2121,18424,4440
8498,1978,19144,4631
9453,1812,18640,4650
9787,1991,19192,4149
9619,1963,19504,4047
9995,1928,19144,4639
9544,1884,19328,4651
10051,2028,20216,4296
9973,1874,19680,4515
10499,1799,18800,4152
10290,2073,18984,4586
10277,1920,18720,4620
9845,1666,18488,4295
9622,1800,18920,3992
9979,1691,18232,4271
10451,1910,17096,3921
9302,1847,17432,4095
8860,1806,17264,3767
8804,1909,16584,3961
8109,1923,16552,3673
8129,1954,15436,3767
8166,1789,16416,4327
7708,1670,15640,3809
7218,1502,15617,3844
7404,1785,14669,3465
6925,1582,13873,3405
6331,1420,13502,3679
5992,1510,12544,3300
5441,1718,12929,3485
5076,1701,12099,3312
5034,1485,10673,3485
4639,1646,10911,3705
4086,1782,10162,3237
3764,2046,9679,3271
4122,1914,9299,3223
3457,1641,8778,3256
2921,1794,7959,3242
2942,1944,7757,3158
2740,1796,6839,3178
2574,1742,7429,3209
2432,2094,6402,3085
2168,1559,5946,3130
2351,1657,5826,2743
2132,1975,5488,3083
2111,1777,5205,2585
2076,1499,5601,2747
2033,1587,5519,3003
1826,1827,4728,3062
1950,1563,4282,2842
1808,1541,4640,2573
1900,1773,4224,2493
1914,1707,4176,2646
1874,1897,4209,2624
2347,1602,3982,2511
1790,1850,4269,2427
2277,1704,3834,2466
2074,1859,4101,2577
2659,1679,4029,2241
2457,1412,4136,2703
2658,1727,4251,2157
3025,1867,4100,2101
3266,1550,4439,2234
3260,1604,4488,2266
3634,1578,4096,2381
3908,1798,5309,2323
4222,1610,5286,2597
4272,1560,5138,2524
4684,1807,5814,2157
4743,1597,6126,2256
4989,1633,6531,2467
5399,1606,6090,2443
5805,2057,6793,2373
5700,1459,6806,2099
6519,1682,6924,2285
6203,1855,7456,1919
6590,1468,7632,2092
6711,1553,7578,2375
7139,1694,8275,2235
6920,1757,7834,2370
6981,1951,8100,2192
7692,1666,7853,2390
7029,1888,7670,2225
7325,1665,7805,2470
7411,1834,8152,2498
6961,1826,8264,2564
7108,1790,8169,2226
6305,1363,7710,2142
6621,1733,7414,2211
6631,1883,7486,1851
6029,1918,6920,2010
5693,1632,6297,1785
5346,1527,6479,2158
5596,1331,6465,1868
5435,1390,5302,2153
5110,1477,6065,1926
4511,1327,5189,1682
4364,1516,4597,1833
3453,1501,4495,1722
3793,1415,4046,1760
2976,1282,3867,1483
3185,1257,3853,1680
3006,1193,3322,1413
2548,1142,3158,1530
2172,994,2584,1421
1972,1128,2568,1699
1821,1022,1811,1240
1481,1055,2013,1517
1479,913,1961,1325
1297,991,1935,1320
