"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",572167,164503,592201,169755,0.287508716860637,0.286650985054061,0.287079850957349
"R",1893002,537994,1953824,555170,0.28420149582515,0.28414534778977,0.28417342180746
"T",2465169,702497,2546025,724925,0.284969103538135,0.28472815467248,0.284848629105307
