"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",172394,37543,182359,36569,0.217774400501178,0.200533014548226,0.209153707524702
"R",619942,122782,600835,119595,0.198054011504302,0.1990479915451,0.198551001524701
"T",792336,160325,783194,156164,0.202344712344258,0.1993937645079,0.200869238426079
