"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",25152,5725,29304,5637,0.227616094147583,0.192362817362817,0.2099894557552
"R",88429,17275,93816,17011,0.195354465164143,0.181323015263921,0.188338740214032
"T",113581,23000,123120,22648,0.202498657345859,0.183950617283951,0.193224637314905
