"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",41451,10878,45179,12240,0.262430339436926,0.270922331171562,0.266676335304244
"R",142800,33690,160491,37910,0.235924369747899,0.236212622514658,0.236068496131279
"T",184251,44568,205670,50150,0.241887425305697,0.243837214955997,0.242862320130847
