"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",31315,5746,31767,6768,0.183490340092607,0.213051279629805,0.198270809861206
"R",105882,17589,111150,20717,0.166118887062957,0.186387764282501,0.176253325672729
"T",137197,23335,142917,27485,0.170083893962696,0.192314420257912,0.181199157110304
