"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",971221,199143,546881,111435,0.205043960128539,0.203764621553866,0.204404290841203
"R",3732273,814900,2099527,455994,0.218338797831777,0.217188919218472,0.217763858525124
"T",4703494,1014043,2646408,567429,0.215593556619823,0.214414784114921,0.215004170367372
