"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",23658,4933,32693,7893,0.208512976582974,0.241427828587159,0.224970402585067
"R",86644,20187,125846,32299,0.232987858362956,0.256654959235891,0.244821408799424
"T",110302,25120,158539,40192,0.227738390962993,0.253514908003709,0.240626649483351
