"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",116791,39646,125948,42439,0.33946108861128,0.33695652173913,0.338208805175205
"R",414675,127447,444268,136426,0.307341894254537,0.307080410923136,0.307211152588837
"T",531466,167093,570216,178865,0.314400168590277,0.313679377639351,0.314039773114814
