"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",609810,149259,656692,158992,0.244763122939932,0.242110456652434,0.243436789796183
"R",1963328,488139,2122505,519968,0.248628349414871,0.244978457058994,0.246803403236933
"T",2573138,637398,2779197,678960,0.247712326350161,0.24430078184454,0.24600655409735
