"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",60712,23941,70892,27155,0.394337198576888,0.383047452462901,0.388692325519894
"R",223378,78298,264226,88807,0.35051795611027,0.336102427467395,0.343310191788833
"T",284090,102239,335118,115962,0.359882431623781,0.346033337510966,0.352957884567374
