"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",40196,7956,44468,9707,0.197930142302717,0.218291805343168,0.208110973822942
"R",136909,24009,144871,29291,0.175364658276666,0.202186773060171,0.188775715668418
"T",177105,31965,189339,38998,0.180486152282544,0.205969187541922,0.193227669912233
