"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",25190,7632,27050,7634,0.302977371973005,0.282218114602588,0.292597743287796
"R",84516,23360,90619,23366,0.276397368545601,0.257848795506461,0.267123082026031
"T",109706,30991,117669,31000,0.282491386068219,0.263450866413414,0.272971126240816
