"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",23316,4994,25496,6668,0.214187682278264,0.261531220583621,0.237859451430942
"R",85160,15182,96265,20271,0.178276186002818,0.21057497532852,0.194425580665669
"T",108476,20176,121761,26939,0.185995058814853,0.221244897791575,0.203619978303214
