"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",49981,15608,47843,16202,0.312278665893039,0.338649332190707,0.325463999041873
"R",167571,49416,171682,51298,0.294895894874411,0.298796612341422,0.296846253607917
"T",217552,65025,219525,67500,0.298894057512687,0.307482063546293,0.30318806052949
