"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",702409,162351,469850,112370,0.231134566897634,0.239161434500372,0.235148000699003
"R",2676500,664345,1893014,459821,0.248214085559499,0.242904172922123,0.245559129240811
"T",3378909,826696,2362864,572191,0.24466358815819,0.242159938109007,0.243411763133598
