"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",20409,5205,23885,5157,0.255034543583713,0.215909566673645,0.235472055128679
"R",70672,15933,82357,15785,0.225449966040299,0.191665553626286,0.208557759833292
"T",91081,21138,106242,20942,0.232079138349381,0.197116018147249,0.214597578248315
