"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",67575,15701,83923,18482,0.232349241583426,0.220225683066621,0.226287462325023
"R",238222,51348,291834,60445,0.215546842860861,0.207121171624965,0.211334007242913
"T",305797,67049,375757,78927,0.219259835773405,0.210047983138039,0.214653909455722
