"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",48597,10379,57221,14207,0.213572854291417,0.248282973034375,0.230927913662896
"R",166176,31966,205702,43756,0.192362314654342,0.212715481619041,0.202538898136692
"T",214773,42345,262923,57963,0.197161654397899,0.220456179185541,0.20880891679172
