"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",990680,200296,1057331,220225,0.202180320587879,0.208283877045126,0.205232098816502
"R",3118958,655050,3471632,720227,0.210022065061472,0.207460640989598,0.208741353025535
"T",4109638,855346,4528963,940452,0.20813171379085,0.207652833551522,0.207892273671186
