"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",65038,15828,66670,17473,0.243365417140748,0.262081895905205,0.252723656522977
"R",211840,52797,225693,58283,0.249230551359517,0.258240175814048,0.253735363586782
"T",276878,68625,292363,75756,0.247852844935314,0.259116235638573,0.253484540286944
