"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",88285,9223,78740,4483,0.104468482754715,0.0569342138684277,0.0807013483115713
"R",298878,38377,266681,18655,0.128403562657673,0.0699524900536596,0.0991780263556663
"T",387163,47600,345421,23138,0.122945632718002,0.0669849256414636,0.094965279179733
