"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",220855,45132,247471,49615,0.204351271196034,0.200488138004049,0.202419704600041
"R",825479,177571,901874,195206,0.215112680031836,0.21644486923894,0.215778774635388
"T",1046334,222703,1149345,244821,0.212841215137805,0.213009148689036,0.21292518191342
