"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",29172,2668,33599,4539,0.0914575620457973,0.135093306348403,0.1132754341971
"R",87394,8561,114847,14563,0.0979586699315742,0.126803486377528,0.112381078154551
"T",116566,11230,148446,19101,0.0963402707479025,0.128673052827291,0.112506661787597
