"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",267476,28991,256174,28473,0.108387294561007,0.111147110948028,0.109767202754517
"R",1184701,146502,1141441,143885,0.123661582120721,0.126055573612653,0.124858577866687
"T",1452177,175493,1397615,172358,0.120848216160978,0.123322946591157,0.122085581376067
