"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",2522213,351589,2468233,367813,0.139397029513368,0.149018751471194,0.144207890492281
"R",10686703,1776739,10653352,1858728,0.16625698309385,0.174473536592051,0.170365259842951
"T",13208916,2128329,13121585,2226542,0.161128210672246,0.169685445775034,0.16540682822364
