"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",13535560,2444826,14105520,2569289,0.180622449311296,0.182147769100324,0.18138510920581
"R",69238896,14145928,72793304,14866081,0.204306088300426,0.204223193386029,0.204264640843227
"T",82774456,16590754,86898824,17435370,0.200433259265395,0.200639884378642,0.200536571822019
