"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",9837744,1997539,8898080,1821531,0.203048483473447,0.204710566773956,0.203879525123701
"R",54971672,11557894,50271632,10539501,0.210251818427498,0.209651061258564,0.209951439843031
"T",64809416,13555433,59169712,12361032,0.20915838834283,0.208908098116144,0.209033243229487
